timestamp,cpu_percent_mean,memory_percent_mean,memory_used_mean,gpu_utilization_mean,gpu_memory_used_mean,gpu_memory_free_mean,gpu_memory_total_mean
2025-03-16 20:35:43,24.9967470391849,53.82681372807015,5.794786956023652,53.580695701682814,20152.684697044984,2421.4403023736018,23033.999999999996
2025-03-16 20:35:48,25.04925767983446,53.831114233078054,5.795448032412617,54.21650750482851,20154.131853234263,2419.9931463623807,23033.999999999996
2025-03-16 20:35:53,25.09653061257017,53.83493892868759,5.796079255635233,54.41746095548805,20155.418895352443,2418.706104372834,23034.0
2025-03-16 20:35:58,25.14405425427876,53.83836160998102,5.796692754647941,54.65654168696984,20156.57065702906,2417.554342665439,23034.0
2025-03-16 20:36:03,25.18184718664834,53.841443121580575,5.797293224389522,54.78137187647104,20157.607611812502,2416.5173879078434,23033.999999999996
2025-03-16 20:36:08,25.215844495604617,53.846645603145824,5.797879966992833,54.873840069135646,20158.545673818906,2415.579325963164,23033.999999999996
2025-03-16 20:36:13,25.261468410368607,53.852704319283255,5.798452257322663,55.02755226539793,20159.397915089437,2414.7270846468637,23033.999999999993
2025-03-16 20:36:18,25.286638098569235,53.859108578420354,5.798973841121811,55.15377306384687,20160.176822131667,2413.9481776464213,23033.999999999985
2025-03-16 20:36:23,25.310549247547797,53.86497778045984,5.799518692469981,55.08621871778379,20160.89065336465,2413.2343464725786,23033.999999999993
2025-03-16 20:36:28,25.334536911825783,53.870374692353515,5.8000652975479445,55.29391169879485,20161.54704343559,2412.5779564232143,23033.999999999996
2025-03-16 20:36:33,25.36245907753893,53.87146230734489,5.800078791452347,55.23774504968728,20162.152867696317,2411.972132104356,23033.999999999996
2025-03-16 20:36:38,25.37968010912045,53.86881759668142,5.799649322466223,55.2742556223408,20162.713902122232,2411.4110977631863,23034.0
2025-03-16 20:36:43,25.425988323427678,53.86713121096692,5.7994391758753805,55.287265113112596,20163.235218348244,2410.8897815200858,23033.999999999996
2025-03-16 20:36:48,25.52190515730433,53.87446061068529,5.800303519322946,55.109726819720606,20163.720158259683,2410.4048416409864,23034.0
2025-03-16 20:36:53,25.935881000687896,53.883821453496395,5.801608221845292,54.66573255569253,20164.17324633008,2409.951753482536,23033.999999999993
2025-03-16 20:36:58,26.34999227828791,53.92626680554896,5.807761055323773,54.56191075614014,20164.596784311238,2409.5282155935424,23033.999999999993
2025-03-16 20:37:03,26.34968726764577,53.96515108496065,5.8134612532624494,54.682199706653556,20164.994353763257,2409.1306461320733,23033.999999999993
2025-03-16 20:37:08,26.415505379566127,53.99525651993496,5.8178489869326,54.6893030927246,20165.367822399854,2408.7571775104125,23033.999999999993
2025-03-16 20:37:13,26.41540156848595,54.01011534708976,5.8198785082352495,54.801395311948056,20165.719454241193,2408.405545681771,23033.999999999993
2025-03-16 20:37:18,26.42338470924168,54.02264757869425,5.821729317250868,54.911680037243435,20166.0498480284,2408.07515187637,23033.999999999993
2025-03-16 20:37:23,26.434709552820802,54.03313011689783,5.8234791955208784,54.86543214620096,20166.362714991934,2407.7622849442023,23033.999999999996
2025-03-16 20:37:28,26.435129207485,54.0424911916593,5.824892367564763,54.82624141777013,20166.6582188819,2407.4667810512483,23033.999999999996
2025-03-16 20:37:33,26.44664335918325,54.051900378189856,5.826118680962234,54.90055769558306,20166.938626309446,2407.1863736299047,23033.999999999996
2025-03-16 20:37:38,26.456261446140815,54.060821319278595,5.827362681161292,55.027847145131496,20167.204483263886,2406.920516681695,23034.0
2025-03-16 20:37:43,26.466157386634393,54.068560092416114,5.828553155346986,54.96949341895297,20167.45741484277,2406.6675851029922,23034.0
2025-03-16 20:37:48,26.475553309542445,54.074451800203036,5.829489311904248,54.89315506487014,20167.697461247688,2406.427538703071,23034.0
2025-03-16 20:37:53,26.484006901156203,54.08219829694061,5.830504870617769,54.93463743554657,20167.926253382688,2406.1987465645834,23034.0
2025-03-16 20:37:58,26.491832469875014,54.08865653703489,5.831426307221489,54.998739999951496,20168.14446781305,2405.980532129399,23034.000000000004
2025-03-16 20:38:03,26.49923157631823,54.09573126055597,5.832407978311757,55.04876304438912,20168.35279491999,2405.772205025458,23034.0
2025-03-16 20:38:08,26.506182181978513,54.10249028194288,5.8334499655097725,55.125622484900454,20168.551825667466,2405.573174288945,23034.000000000004
2025-03-16 20:38:13,26.50978537568375,54.10896068233466,5.834409306860677,55.18154321226863,20168.742357533836,2405.382642425191,23033.999999999993
2025-03-16 20:38:18,26.517793579589817,54.11515575566968,5.8353501007885615,55.192005048389674,20168.924781845362,2405.2002181186094,23033.99999999999
2025-03-16 20:38:23,26.531201080464143,54.12108223255356,5.836288448679617,55.158954702628556,20169.099296968107,2405.025702985715,23033.999999999993
2025-03-16 20:38:28,26.537041702593278,54.12677397175068,5.8372185032375254,55.14081673494957,20169.26689977202,2404.8581001902317,23033.999999999996
2025-03-16 20:38:33,26.543967132253872,54.132238020002134,5.8381196749175075,55.11056928249302,20169.427797868124,2404.697202096256,23033.999999999996
2025-03-16 20:38:38,26.555922405819647,54.14020336071259,5.8392529262298565,54.91041688827898,20169.582464403848,2404.5425355437305,23033.999999999996
2025-03-16 20:38:43,26.56571857409353,54.14772233857017,5.840418625437977,54.921409297787704,20169.730914535965,2404.394085432264,23033.99999999999
2025-03-16 20:38:48,26.571828449038435,54.154907093607264,5.841505543298542,55.021076638672824,20169.874066443637,2404.250933525787,23033.99999999999
2025-03-16 20:38:53,26.575621750725457,54.16313589769791,5.842604478587958,55.11935800433525,20170.011587098197,2404.1134128512554,23033.999999999993
2025-03-16 20:38:58,26.58100483486561,54.16984367715424,5.843658716206813,55.14498518403516,20170.1444126424,2403.9805873278974,23033.999999999993
2025-03-16 20:39:03,26.584435095069406,54.175233991335794,5.844516421771724,55.26216731565496,20170.272364375076,2403.8526355980316,23033.999999999996
2025-03-16 20:39:08,26.58792528153565,54.18002148612156,5.845222214152524,55.31055470047596,20170.395860208326,2403.7291397630274,23033.999999999993
2025-03-16 20:39:13,26.59913533636109,54.18553587381261,5.845957003911927,55.37054425996799,20170.515058951198,2403.6099410202255,23033.999999999993
2025-03-16 20:39:18,26.599055835508793,54.19055782696783,5.846658323620342,55.46801925367642,20170.63043530853,2403.4945646631713,23033.99999999999
2025-03-16 20:39:23,26.603914897670897,54.195709781071386,5.847363849995833,55.574121948118666,20170.741686092515,2403.38331388253,23033.99999999999
