timestamp,cpu_percent_mean,memory_percent_mean,memory_used_mean,gpu_utilization_mean,gpu_memory_used_mean,gpu_memory_free_mean,gpu_memory_total_mean
2025-03-16 20:34:23,0.0,52.20000000000001,5.581645965576172,0.0,19605.3125,2968.8125,23034.0
2025-03-16 20:34:28,12.263324636147141,52.742794736636505,5.648747865615003,16.19612627941059,19807.21859187183,2766.9063142472696,23034.0
2025-03-16 20:34:33,19.023320216150417,53.31752722062736,5.725148952506313,32.67508920011892,19981.30557116654,2592.8193582955837,23034.0
2025-03-16 20:34:38,21.2874752609469,53.510995294950355,5.750506622453076,39.80166841634826,20046.409155272348,2527.715834906864,23034.0
2025-03-16 20:34:43,22.406449333714836,53.6078876252186,5.763181527916635,42.48588399542636,20079.014241009605,2495.1107510020606,23034.0
2025-03-16 20:34:48,23.086115947468212,53.66622306798284,5.770837190657242,45.48022937664249,20098.64459568654,2475.4803995424277,23034.000000000004
2025-03-16 20:34:53,23.55556543167582,53.705071466481236,5.776217902157891,47.21260095126849,20111.71740517441,2462.4075915958088,23034.000000000007
2025-03-16 20:34:58,23.899920079584472,53.73286981787152,5.780424181117598,48.78951231726282,20121.071776385987,2453.05322197767,23034.000000000004
2025-03-16 20:35:03,24.148270508226574,53.75393617136381,5.783667207914744,49.80960209984554,20128.160782302723,2445.964216386185,23034.000000000004
2025-03-16 20:35:08,24.339315688783923,53.76996330221762,5.786188269521755,50.50351284005877,20133.554046995283,2440.5709517917367,23034.000000000004
2025-03-16 20:35:13,24.48827546077168,53.782955807034476,5.78822872110703,51.39051686639923,20137.926134496178,2436.1988645596803,23034.000000000004
2025-03-16 20:35:18,24.61012261676976,53.79358756022724,5.789943282519195,52.06333166136515,20141.503810683105,2432.6211883673814,23034.000000000004
2025-03-16 20:35:23,24.710851647885566,53.80244091565062,5.79126312012238,52.564411749170894,20144.483049587983,2429.641949477248,23033.999999999996
2025-03-16 20:35:28,24.793131581918033,53.80994743336,5.7923882550334564,52.89160434686939,20147.009044872986,2427.115954624002,23034.0
2025-03-16 20:35:33,24.871424462496247,53.8163734797571,5.793324725840936,53.17127018239813,20149.17146393842,2424.953535527776,23034.0
2025-03-16 20:35:38,24.937254186878203,53.82194528062235,5.794104528487332,53.31128060763332,20151.04642215542,2423.0785774981464,23034.0
